ID Measure;Operator;Station;Serial;City;School;Room;Campaign;Sensor;Temperature(°C);Humidity(HR%);CO2(ppm);Comment;Date
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;58.0000;1344.0000;;02/09/2025 23:22:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;59.0000;1338.0000;;02/09/2025 23:32:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;58.0000;1296.0000;;02/09/2025 23:42:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;59.0000;1310.0000;;02/09/2025 23:52:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;59.0000;1342.0000;;03/09/2025 00:02:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;59.0000;1338.0000;;03/09/2025 00:12:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;59.0000;1383.0000;;03/09/2025 00:22:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;59.0000;1360.0000;;03/09/2025 00:32:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;59.0000;1387.0000;;03/09/2025 00:42:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;59.0000;1406.0000;;03/09/2025 00:52:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;59.0000;1267.0000;;03/09/2025 01:02:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;58.0000;978.0000;;03/09/2025 01:12:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;58.0000;1021.0000;;03/09/2025 01:22:55
